../trainData/moca/2802.jpg,1
../trainData/drop/5491.jpg,0
../trainData/noise/5275.jpg,2
../trainData/touch/1897.jpg,6
../trainData/phone/96.jpg,3
../trainData/drop/2712.jpg,0
../trainData/touch/5094.jpg,6
../trainData/shake/4183.jpg,5
../trainData/phone/4516.jpg,3
../trainData/walk/5783.jpg,7
../trainData/noise/1692.jpg,2
../trainData/moca/4484.jpg,1
../trainData/walk/5885.jpg,7
../trainData/walk/1412.jpg,7
../trainData/noise/2955.jpg,2
../trainData/drop/1075.jpg,0
../trainData/moca/622.jpg,1
../trainData/qiaoji/572.jpg,4
../trainData/drop/1237.jpg,0
../trainData/phone/4772.jpg,3
../trainData/drop/2854.jpg,0
../trainData/noise/1504.jpg,2
../trainData/shake/5474.jpg,5
../trainData/phone/1907.jpg,3
../trainData/shake/124.jpg,5
../trainData/moca/3477.jpg,1
../trainData/drop/1056.jpg,0
../trainData/walk/2185.jpg,7
../trainData/drop/5844.jpg,0
../trainData/noise/524.jpg,2
../trainData/drop/2993.jpg,0
../trainData/drop/1284.jpg,0
../trainData/qiaoji/3756.jpg,4
../trainData/noise/2053.jpg,2
../trainData/touch/995.jpg,6
../trainData/phone/4286.jpg,3
../trainData/qiaoji/471.jpg,4
../trainData/phone/3072.jpg,3
../trainData/drop/604.jpg,0
../trainData/phone/2926.jpg,3
../trainData/qiaoji/4807.jpg,4
../trainData/touch/3704.jpg,6
../trainData/noise/493.jpg,2
../trainData/qiaoji/22.jpg,4
../trainData/phone/4055.jpg,3
../trainData/walk/4771.jpg,7
../trainData/walk/2365.jpg,7
../trainData/walk/3092.jpg,7
../trainData/qiaoji/4401.jpg,4
../trainData/walk/5363.jpg,7
../trainData/qiaoji/1983.jpg,4
../trainData/phone/1253.jpg,3
../trainData/qiaoji/1282.jpg,4
../trainData/shake/5341.jpg,5
../trainData/drop/357.jpg,0
../trainData/moca/1674.jpg,1
../trainData/phone/1484.jpg,3
../trainData/moca/3137.jpg,1
../trainData/moca/21.jpg,1
../trainData/shake/2942.jpg,5
../trainData/drop/854.jpg,0
../trainData/phone/5041.jpg,3
../trainData/shake/2926.jpg,5
../trainData/qiaoji/1137.jpg,4
../trainData/noise/1421.jpg,2
../trainData/walk/1951.jpg,7
../trainData/moca/2534.jpg,1
../trainData/moca/2126.jpg,1
../trainData/walk/4912.jpg,7
../trainData/qiaoji/5703.jpg,4
../trainData/shake/2732.jpg,5
../trainData/drop/1687.jpg,0
../trainData/drop/4313.jpg,0
../trainData/shake/3444.jpg,5
../trainData/shake/2194.jpg,5
../trainData/touch/2444.jpg,6
../trainData/noise/604.jpg,2
../trainData/moca/4095.jpg,1
../trainData/walk/3811.jpg,7
../trainData/noise/3444.jpg,2
../trainData/shake/4417.jpg,5
../trainData/moca/375.jpg,1
../trainData/phone/2985.jpg,3
../trainData/phone/4761.jpg,3
../trainData/drop/344.jpg,0
../trainData/qiaoji/4301.jpg,4
../trainData/drop/1632.jpg,0
../trainData/phone/5593.jpg,3
../trainData/drop/3067.jpg,0
